Possibility,BeginActor,FacingActor,EndActor,IntermediateStops,Question,Answer,Options
256,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",B,"['A. Turn Right, Turn Back, Turn Back', 'B. Turn Right, Turn Back, Turn Left', 'C. Turn Right, Turn Left, Turn Right', 'D. Turn Left, Turn Right, Turn Back']"
257,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",B,"['A. Turn Right, Turn Right, Turn Right', 'B. Turn Right, Turn Back, Turn Left', 'C. Turn Back, Turn Right, Turn Left', 'D. Turn Back, Turn Left, Turn Left']"
258,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the crate. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",A,"['A. Turn Right, Turn Back, Turn Left', 'B. Turn Back, Turn Right, Turn Back', 'C. Turn Right, Turn Left, Turn Right', 'D. Turn Back, Turn Back, Turn Left']"
259,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the crate. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",B,"['A. Turn Back, Turn Back, Turn Right', 'B. Turn Right, Turn Back, Turn Left', 'C. Turn Right, Turn Left, Turn Left', 'D. Turn Left, Turn Back, Turn Right']"
260,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Left, Turn Right', 'B. Turn Back, Turn Right, Turn Left', 'C. Turn Left, Turn Back, Turn Right', 'D. Turn Left, Turn Left, Turn Right']"
261,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the couch. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Back, Turn Back', 'B. Turn Right, Turn Back, Turn Left', 'C. Turn Left, Turn Left, Turn Right', 'D. Turn Right, Turn Left, Turn Right']"
262,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Back, Turn Right, Turn Left', 'B. Turn Left, Turn Right, Turn Right, Turn Left', 'C. Turn Right, Turn Back, Turn Back, Turn Right', 'D. Turn Left, Turn Right, Turn Back, Turn Right']"
263,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the couch. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Back, Turn Back, Turn Right', 'B. Turn Back, Turn Right, Turn Left, Turn Back', 'C. Turn Right, Turn Back, Turn Left, Turn Right', 'D. Turn Back, Turn Left, Turn Back, Turn Back']"
264,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the crate. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the plant. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",B,"['A. Turn Right, Turn Back, Turn Back, Turn Back', 'B. Turn Right, Turn Back, Turn Back, Turn Right', 'C. Turn Back, Turn Back, Turn Right, Turn Right', 'D. Turn Left, Turn Right, Turn Right, Turn Right']"
265,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the sidetable facing the bed. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the crate. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the couch. 7. [please fill in] 8. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left, Turn Left, Turn Back, Turn Right', 'B. Turn Back, Turn Back, Turn Back, Turn Right', 'C. Turn Right, Turn Back, Turn Left, Turn Right', 'D. Turn Right, Turn Right, Turn Right, Turn Left']"
266,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,,"You are a robot beginning at the sidetable facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the table. You have reached the final destination.",C,"['A. Turn Left', 'B. Turn Back', 'C. Turn Right']"
267,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"You are a robot beginning at the sidetable facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Right', 'B. Turn Left, Turn Back', 'C. Turn Left, Turn Left', 'D. Turn Back, Turn Left']"
268,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the sidetable facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",A,"['A. Turn Back, Turn Back, Turn Right', 'B. Turn Right, Turn Right, Turn Left', 'C. Turn Left, Turn Back, Turn Right', 'D. Turn Back, Turn Left, Turn Right']"
269,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V","You are a robot beginning at the sidetable facing the sidetable. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the couch. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",D,"['A. Turn Left, Turn Right, Turn Right', 'B. Turn Back, Turn Left, Turn Back', 'C. Turn Right, Turn Back, Turn Right', 'D. Turn Back, Turn Left, Turn Right']"
270,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,,"You are a robot beginning at the sidetable facing the basket. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the table. You have reached the final destination.",A,"['A. Turn Right', 'B. Turn Back', 'C. Turn Left']"
271,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,"You are a robot beginning at the sidetable facing the basket. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",B,"['A. Turn Back, Turn Back', 'B. Turn Right, Turn Right', 'C. Turn Left, Turn Right', 'D. Turn Right, Turn Back']"
272,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,"You are a robot beginning at the sidetable facing the basket. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the crate. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",D,"['A. Turn Back, Turn Back', 'B. Turn Back, Turn Left', 'C. Turn Right, Turn Left', 'D. Turn Right, Turn Right']"
273,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"You are a robot beginning at the sidetable facing the basket. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the table. You have reached the final destination.",C,"['A. Turn Right, Turn Back', 'B. Turn Right, Turn Left', 'C. Turn Back, Turn Left', 'D. Turn Left, Turn Left']"
274,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the sidetable facing the basket. You want to navigate to the table. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the table. You have reached the final destination.",C,"['A. Turn Back, Turn Back, Turn Right', 'B. Turn Left, Turn Back, Turn Left', 'C. Turn Right, Turn Back, Turn Left', 'D. Turn Left, Turn Right, Turn Back']"
