Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
472,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,58,152,234,"What will be the first-time appearance order of the following categories in the video: couch, basket, heater, suitcase?",D,"['A. suitcase, basket, couch, heater', 'B. suitcase, couch, heater, basket', 'C. couch, heater, basket, suitcase', 'D. heater, basket, couch, suitcase']"
473,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,152,245,"What will be the first-time appearance order of the following categories in the video: couch, heater, basket, night stand?",B,"['A. night stand, basket, heater, couch', 'B. heater, basket, couch, night stand', 'C. night stand, heater, couch, basket', 'D. couch, basket, heater, night stand']"
474,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,152,273,"What will be the first-time appearance order of the following categories in the video: basket, couch, bed, heater?",B,"['A. basket, heater, couch, bed', 'B. heater, basket, couch, bed', 'C. bed, heater, couch, basket', 'D. bed, couch, basket, heater']"
475,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,58,208,223,"What will be the first-time appearance order of the following categories in the video: plant, heater, basket, coatrack?",D,"['A. heater, basket, plant, coatrack', 'B. plant, heater, coatrack, basket', 'C. basket, plant, coatrack, heater', 'D. heater, basket, coatrack, plant']"
476,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,58,208,225,"What will be the first-time appearance order of the following categories in the video: bedstool, basket, coatrack, heater?",D,"['A. coatrack, bedstool, heater, basket', 'B. basket, heater, coatrack, bedstool', 'C. bedstool, basket, heater, coatrack', 'D. heater, basket, coatrack, bedstool']"
477,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,58,208,234,"What will be the first-time appearance order of the following categories in the video: suitcase, coatrack, heater, basket?",D,"['A. basket, coatrack, heater, suitcase', 'B. suitcase, basket, heater, coatrack', 'C. basket, suitcase, heater, coatrack', 'D. heater, basket, coatrack, suitcase']"
478,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,208,245,"What will be the first-time appearance order of the following categories in the video: basket, coatrack, heater, night stand?",C,"['A. night stand, coatrack, heater, basket', 'B. basket, night stand, heater, coatrack', 'C. heater, basket, coatrack, night stand', 'D. heater, coatrack, basket, night stand']"
479,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,208,273,"What will be the first-time appearance order of the following categories in the video: coatrack, basket, heater, bed?",B,"['A. bed, coatrack, heater, basket', 'B. heater, basket, coatrack, bed', 'C. coatrack, basket, bed, heater', 'D. heater, basket, bed, coatrack']"
480,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,58,210,223,"What will be the first-time appearance order of the following categories in the video: plant, window, heater, basket?",A,"['A. heater, basket, window, plant', 'B. heater, window, plant, basket', 'C. plant, window, heater, basket', 'D. basket, heater, window, plant']"
481,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,58,210,225,"What will be the first-time appearance order of the following categories in the video: window, bedstool, basket, heater?",A,"['A. heater, basket, window, bedstool', 'B. basket, heater, bedstool, window', 'C. heater, window, bedstool, basket', 'D. window, basket, bedstool, heater']"
482,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,58,210,234,"What will be the first-time appearance order of the following categories in the video: basket, window, suitcase, heater?",B,"['A. basket, heater, window, suitcase', 'B. heater, basket, window, suitcase', 'C. window, basket, suitcase, heater', 'D. suitcase, heater, window, basket']"
483,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,210,245,"What will be the first-time appearance order of the following categories in the video: heater, basket, night stand, window?",B,"['A. night stand, basket, window, heater', 'B. heater, basket, window, night stand', 'C. basket, night stand, heater, window', 'D. basket, heater, night stand, window']"
484,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,210,273,"What will be the first-time appearance order of the following categories in the video: bed, heater, window, basket?",B,"['A. bed, window, heater, basket', 'B. heater, basket, window, bed', 'C. heater, bed, basket, window', 'D. basket, window, bed, heater']"
485,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,58,211,223,"What will be the first-time appearance order of the following categories in the video: basket, shoesrack, heater, plant?",C,"['A. shoesrack, basket, plant, heater', 'B. plant, heater, basket, shoesrack', 'C. heater, basket, shoesrack, plant', 'D. basket, heater, shoesrack, plant']"
486,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,58,211,225,"What will be the first-time appearance order of the following categories in the video: heater, bedstool, shoesrack, basket?",D,"['A. bedstool, heater, shoesrack, basket', 'B. basket, heater, shoesrack, bedstool', 'C. bedstool, heater, basket, shoesrack', 'D. heater, basket, shoesrack, bedstool']"
487,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,58,211,234,"What will be the first-time appearance order of the following categories in the video: heater, shoesrack, suitcase, basket?",B,"['A. basket, suitcase, heater, shoesrack', 'B. heater, basket, shoesrack, suitcase', 'C. basket, suitcase, shoesrack, heater', 'D. suitcase, shoesrack, basket, heater']"
488,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,211,245,"What will be the first-time appearance order of the following categories in the video: heater, shoesrack, basket, night stand?",D,"['A. shoesrack, basket, heater, night stand', 'B. shoesrack, heater, basket, night stand', 'C. shoesrack, heater, night stand, basket', 'D. heater, basket, shoesrack, night stand']"
489,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,211,273,"What will be the first-time appearance order of the following categories in the video: basket, bed, heater, shoesrack?",D,"['A. basket, heater, bed, shoesrack', 'B. shoesrack, heater, basket, bed', 'C. basket, shoesrack, bed, heater', 'D. heater, basket, shoesrack, bed']"
490,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,58,223,234,"What will be the first-time appearance order of the following categories in the video: basket, heater, plant, suitcase?",B,"['A. suitcase, heater, plant, basket', 'B. heater, basket, plant, suitcase', 'C. suitcase, heater, basket, plant', 'D. plant, heater, suitcase, basket']"
491,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,223,245,"What will be the first-time appearance order of the following categories in the video: basket, heater, night stand, plant?",D,"['A. heater, night stand, plant, basket', 'B. plant, basket, night stand, heater', 'C. plant, heater, night stand, basket', 'D. heater, basket, plant, night stand']"
492,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,223,273,"What will be the first-time appearance order of the following categories in the video: basket, bed, plant, heater?",C,"['A. bed, plant, heater, basket', 'B. bed, heater, basket, plant', 'C. heater, basket, plant, bed', 'D. basket, heater, plant, bed']"
493,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,225,245,"What will be the first-time appearance order of the following categories in the video: night stand, bedstool, heater, basket?",D,"['A. bedstool, basket, night stand, heater', 'B. night stand, basket, bedstool, heater', 'C. basket, heater, night stand, bedstool', 'D. heater, basket, bedstool, night stand']"
494,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,225,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, bedstool, basket?",B,"['A. heater, bed, bedstool, basket', 'B. heater, basket, bedstool, bed', 'C. basket, bed, heater, bedstool', 'D. basket, bed, bedstool, heater']"
495,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,58,234,245,"What will be the first-time appearance order of the following categories in the video: night stand, suitcase, basket, heater?",A,"['A. heater, basket, suitcase, night stand', 'B. heater, suitcase, basket, night stand', 'C. heater, suitcase, night stand, basket', 'D. suitcase, night stand, basket, heater']"
496,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,234,273,"What will be the first-time appearance order of the following categories in the video: heater, suitcase, bed, basket?",A,"['A. heater, basket, suitcase, bed', 'B. bed, suitcase, heater, basket', 'C. basket, heater, suitcase, bed', 'D. suitcase, basket, heater, bed']"
497,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,58,245,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, basket, night stand?",A,"['A. heater, basket, night stand, bed', 'B. basket, night stand, heater, bed', 'C. basket, heater, bed, night stand', 'D. night stand, heater, bed, basket']"
498,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,0,62,152,208,"What will be the first-time appearance order of the following categories in the video: couch, coatrack, fan, heater?",B,"['A. coatrack, fan, couch, heater', 'B. heater, fan, couch, coatrack', 'C. heater, couch, fan, coatrack', 'D. couch, fan, heater, coatrack']"
499,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,0,62,152,210,"What will be the first-time appearance order of the following categories in the video: window, fan, heater, couch?",A,"['A. heater, fan, couch, window', 'B. heater, window, couch, fan', 'C. couch, fan, window, heater', 'D. window, couch, heater, fan']"
500,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,0,62,152,211,"What will be the first-time appearance order of the following categories in the video: shoesrack, fan, heater, couch?",D,"['A. couch, heater, fan, shoesrack', 'B. fan, couch, shoesrack, heater', 'C. shoesrack, heater, fan, couch', 'D. heater, fan, couch, shoesrack']"
501,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,62,152,223,"What will be the first-time appearance order of the following categories in the video: couch, plant, heater, fan?",D,"['A. fan, heater, couch, plant', 'B. fan, plant, heater, couch', 'C. plant, fan, couch, heater', 'D. heater, fan, couch, plant']"
502,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,62,152,225,"What will be the first-time appearance order of the following categories in the video: fan, bedstool, couch, heater?",C,"['A. couch, heater, bedstool, fan', 'B. fan, bedstool, couch, heater', 'C. heater, fan, couch, bedstool', 'D. couch, fan, heater, bedstool']"
503,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,62,152,234,"What will be the first-time appearance order of the following categories in the video: couch, suitcase, heater, fan?",D,"['A. fan, heater, couch, suitcase', 'B. heater, couch, suitcase, fan', 'C. suitcase, heater, fan, couch', 'D. heater, fan, couch, suitcase']"
